ZCTA5CE20,ESTAB
23883,44.0
23884,
23885,40.0
23887,9.0
23888,42.0
23889,7.0
23890,73.0
23891,
23893,5.0
23894,3.0
23897,3.0
23898,24.0
23899,
23901,464.0
23909,3.0
23915,9.0
23917,58.0
23919,43.0
23920,42.0
23921,42.0
23922,33.0
23923,45.0
23924,100.0
23927,132.0
23930,82.0
23934,7.0
23936,117.0
23937,28.0
23938,4.0
23942,17.0
23943,5.0
23944,66.0
23947,88.0
23950,73.0
23952,7.0
23954,20.0
23955,
23958,28.0
23959,13.0
23960,27.0
23962,9.0
23963,6.0
23964,18.0
23966,39.0
23967,9.0
23968,11.0
23970,337.0
23974,52.0
23976,8.0
24011,321.0
24012,969.0
24013,137.0
24014,491.0
24015,347.0
24016,464.0
24017,322.0
24018,1148.0
24019,665.0
24020,4.0
24022,8.0
24053,17.0
24054,56.0
24055,115.0
24058,
24059,17.0
24060,918.0
24061,14.0
24064,50.0
24065,110.0
24066,98.0
24067,26.0
24069,16.0
24070,16.0
24072,21.0
24073,884.0
24076,11.0
24077,34.0
24078,146.0
24079,17.0
24082,4.0
24083,167.0
24084,240.0
24085,22.0
24086,
24087,41.0
24088,52.0
24089,33.0
24090,94.0
24091,247.0
24092,47.0
24093,9.0
24095,44.0
24101,132.0
24102,17.0
24104,74.0
24105,4.0
24112,761.0
24120,33.0
24121,298.0
24122,31.0
24124,55.0
24127,56.0
24128,36.0
24129,
24131,5.0
24132,
24133,17.0
24134,123.0
24136,37.0
24137,48.0
24138,13.0
24139,
24141,412.0
24142,15.0
24147,30.0
24148,133.0
24149,45.0
24150,6.0
24151,558.0
24153,1161.0
24161,9.0
24162,26.0
24165,16.0
24167,
24168,18.0
24171,165.0
24174,24.0
24175,171.0
24176,29.0
24179,376.0
24184,91.0
24185,8.0
24201,423.0
24202,276.0
24210,610.0
24211,165.0
24216,22.0
24217,5.0
24219,174.0
24220,3.0
24221,
24224,58.0
24225,10.0
24226,10.0
24228,119.0
24230,97.0
24236,52.0
24237,6.0
24239,
24243,11.0
24244,54.0
24245,9.0
24246,
24248,21.0
24250,7.0
24251,98.0
24256,45.0
24258,5.0
24260,63.0
24263,71.0
24265,
24266,247.0
24269,4.0
24270,7.0
24271,18.0
24272,3.0
24273,235.0
24277,107.0
24279,51.0
24280,27.0
24281,25.0
24282,3.0
24283,53.0
24290,56.0
24292,8.0
24293,179.0
24301,244.0
24311,31.0
24312,17.0
24313,9.0
24314,25.0
24315,35.0
24316,
24317,40.0
24318,
24319,97.0
24322,
24323,5.0
24324,23.0
24325,9.0
24326,11.0
24327,6.0
24328,37.0
24330,23.0
24333,397.0
24340,69.0
24343,207.0
24347,13.0
24348,72.0
24350,4.0
24351,4.0
24352,9.0
24354,297.0
24360,79.0
24361,46.0
24363,13.0
24366,13.0
24368,78.0
24370,58.0
24374,6.0
24375,15.0
24377,
24378,5.0
24380,32.0
24381,53.0
24382,504.0
24401,1011.0
24411,3.0
24412,
24413,6.0
24415,
24416,115.0
24421,56.0
24422,101.0
24426,301.0
24430,11.0
24431,22.0
24432,
24433,
24435,40.0
24437,11.0
24439,18.0
24440,44.0
24441,81.0
24442,
24445,60.0
24448,
24450,497.0
24457,27.0
24458,7.0
24459,7.0
24460,36.0
24464,4.0
24465,60.0
24467,33.0
24469,
24471,21.0
24472,45.0
24473,8.0
24474,7.0
24476,10.0
24477,189.0
24479,17.0
24482,153.0
24483,13.0
24484,26.0
24485,
24486,94.0
24487,4.0
24501,799.0
24502,1323.0
24503,349.0
24504,342.0
24515,19.0
24517,193.0
24520,28.0
24521,210.0
24522,243.0
24523,482.0
24526,18.0
24527,50.0
24528,64.0
24529,21.0
24530,14.0
24531,185.0
24534,13.0
24536,4.0
24538,75.0
24539,6.0
24540,748.0
24541,677.0
24549,45.0
24550,103.0
24551,741.0
24553,24.0
24554,42.0
24555,27.0
24556,60.0
24557,124.0
24558,99.0
24562,10.0
24563,61.0
24565,11.0
24566,10.0
24569,12.0
24570,
24571,20.0
24572,300.0
24574,44.0
24577,29.0
24578,33.0
24579,24.0
24580,9.0
24581,
24586,54.0
24588,219.0
24589,25.0
24590,140.0
24592,423.0
24593,21.0
24594,21.0
24595,
24597,14.0
24598,16.0
24599,12.0
24601,
24602,
24603,18.0
24604,
24605,207.0
24606,
24607,
24609,134.0
24612,3.0
24613,13.0
24614,175.0
24620,24.0
24622,
24630,102.0
24631,35.0
24634,4.0
24635,7.0
24637,84.0
24639,37.0
24641,171.0
24646,6.0
24649,22.0
24651,153.0
24656,55.0
24657,
24701,414.0
24712,30.0
24714,
24715,8.0
24716,4.0
24719,
24724,3.0
24726,5.0
24729,
24731,3.0
24733,
24736,4.0
24737,
24738,
24739,113.0
24740,556.0
24747,12.0
24801,81.0
24808,
24811,
24813,
24815,3.0
24816,
24817,9.0
24818,8.0
24822,
24823,3.0
24826,
24827,7.0
24828,
24830,
24831,
24834,
24836,8.0
24839,13.0
24843,
24844,28.0
24845,3.0
24846,
24847,
24848,
24849,6.0
24850,
24851,6.0
24853,4.0
24854,3.0
24855,
24857,3.0
24860,7.0
24861,
24862,
24866,
24867,5.0
24868,9.0
24869,
24870,69.0
24871,
24872,4.0
24873,
24874,59.0
24878,4.0
24879,
24880,3.0
24881,8.0
24882,3.0
24884,
24887,
24888,
24892,20.0
24894,
24895,
24898,4.0
24901,412.0
24910,45.0
24915,7.0
24916,7.0
24918,6.0
24920,7.0
24924,9.0
24925,35.0
24927,3.0
24931,17.0
24934,6.0
24935,4.0
24938,22.0
24941,10.0
24943,
24944,14.0
24945,7.0
24946,24.0
24951,21.0
24954,87.0
24957,14.0
24962,6.0
24963,42.0
24966,13.0
24970,103.0
24974,
24976,14.0
24977,6.0
24981,6.0
24983,51.0
24984,
24985,
24986,91.0
24991,6.0
24993,
25002,3.0
25003,32.0
25005,9.0
25007,
25008,
25009,7.0
25011,5.0
25015,82.0
25019,6.0
25021,
25022,
25024,
25025,
25028,
25030,
25031,5.0
25033,42.0
25035,17.0
25036,
25039,11.0
25040,7.0
25043,36.0
25044,
25045,54.0
25047,
25048,
25049,5.0
25051,
25053,72.0
25054,
25057,
25059,5.0
25060,
25061,
25062,
25063,6.0
25064,193.0
25067,7.0
25070,51.0
25071,135.0
25075,
25076,
25081,8.0
25082,23.0
25083,
25085,13.0
25086,12.0
25088,
25090,3.0
25093,
25102,
25103,4.0
25106,9.0
25107,4.0
25108,
25109,
25110,4.0
25111,3.0
25112,17.0
25113,6.0
25114,
25115,
25118,6.0
25119,5.0
25121,5.0
25123,15.0
25124,7.0
25125,3.0
25126,
25130,54.0
25132,
25133,5.0
25134,
25136,42.0
25139,
25140,
25141,
25142,
25143,227.0
25148,
25149,
25152,
25154,3.0
25156,5.0
25159,95.0
25160,
25161,
25162,
25164,8.0
25165,4.0
25168,21.0
25169,
25173,
25174,
25177,397.0
25180,
25181,11.0
25183,
25185,
25186,15.0
25187,4.0
25193,3.0
25201,3.0
25202,8.0
25203,5.0
25204,
25205,
25206,7.0
25208,8.0
25209,24.0
25211,
25213,111.0
25214,4.0
25231,
25234,13.0
25235,5.0
25239,8.0
25241,14.0
25243,5.0
25244,3.0
25245,4.0
25247,
25248,21.0
25251,3.0
25252,10.0
25253,10.0
25259,
25260,40.0
25261,3.0
25262,30.0
25264,3.0
25265,23.0
25266,7.0
25267,8.0
25268,
25270,8.0
25271,241.0
25275,12.0
25276,173.0
25285,9.0
25286,9.0
25287,6.0
25301,724.0
25302,403.0
25303,254.0
25304,348.0
25305,6.0
25306,58.0
25309,367.0
25311,266.0
25312,174.0
25313,269.0
25314,204.0
25315,45.0
25320,50.0
25387,83.0
25401,574.0
25403,168.0
25404,334.0
25405,136.0
25411,199.0
25413,64.0
25414,338.0
25419,110.0
25420,25.0
25421,
25422,12.0
25425,114.0
25427,143.0
25428,158.0
25430,177.0
25431,5.0
25432,
25434,16.0
25437,3.0
25438,132.0
25442,24.0
25443,188.0
25444,7.0
25446,16.0
25501,4.0
25502,9.0
25503,6.0
25504,432.0
25505,
25506,27.0
25507,42.0
25508,117.0
25510,45.0
25511,4.0
25512,
25514,20.0
25515,21.0
25517,4.0
25520,3.0
25521,6.0
25523,58.0
25524,12.0
25526,564.0
25529,7.0
25530,99.0
25534,
25535,40.0
25537,19.0
25540,
25541,138.0
25544,
25545,65.0
25547,14.0
25550,177.0
25555,24.0
25557,4.0
25559,30.0
25560,162.0
25564,4.0
25565,
25567,
25570,69.0
25571,19.0
25573,
25601,245.0
25606,5.0
25607,
25608,
25611,
25612,
25617,9.0
25621,72.0
25624,
25625,24.0
25628,7.0
25630,
25632,6.0
25634,4.0
25635,53.0
25637,13.0
25638,8.0
25639,3.0
25644,
25646,10.0
25647,3.0
25649,5.0
25650,5.0
25651,3.0
25652,5.0
25653,7.0
25654,
25661,124.0
25666,
25667,
25669,
25670,42.0
25671,6.0
25672,
25674,30.0
25676,14.0
25678,20.0
25685,
25688,6.0
25690,
25692,
25696,
25699,
25701,860.0
25702,163.0
25703,123.0
25704,238.0
25705,304.0
25755,15.0
25801,965.0
25810,
25811,
25812,27.0
25813,163.0
25817,11.0
25818,17.0
25820,
25823,11.0
25825,23.0
25826,
25827,52.0
25831,9.0
25832,82.0
25836,3.0
25837,
25839,10.0
25840,189.0
25841,11.0
25843,23.0
25844,19.0
25845,3.0
25846,8.0
25848,
25849,3.0
25851,
25853,
25854,21.0
25855,3.0
25857,
25862,14.0
25864,
25865,3.0
25866,6.0
25868,8.0
25870,5.0
25871,14.0
25873,13.0
25875,
25876,
25878,9.0
25879,
25880,108.0
25882,45.0
25901,225.0
25902,
25904,3.0
25907,
25908,
25909,10.0
25911,4.0
25913,
25915,
25916,
25917,23.0
25918,50.0
25920,
25921,55.0
25922,
25928,
25932,5.0
25936,
25938,14.0
25942,
25943,
25951,111.0
25958,5.0
25962,72.0
25966,3.0
25969,9.0
25971,5.0
25972,
25976,14.0
25977,
25978,5.0
25979,6.0
25981,
25984,22.0
25985,
25986,
25989,4.0
26003,1150.0
26030,6.0
26031,48.0
26032,7.0
26033,35.0
26034,96.0
26035,15.0
26036,7.0
26037,93.0
26038,38.0
26039,
26040,23.0
26041,294.0
26047,42.0
26050,41.0
26055,18.0
26056,4.0
26058,
26059,148.0
26060,18.0
26062,463.0
26070,143.0
26074,13.0
26075,
26101,927.0
26104,265.0
26105,344.0
26133,3.0
26134,18.0
26136,9.0
26137,4.0
26138,
26141,5.0
26142,23.0
26143,50.0
26146,14.0
26147,41.0
26148,
26149,32.0
26150,108.0
26151,4.0
26152,
26155,221.0
26159,27.0
26160,4.0
26161,
26162,
26164,126.0
26167,
26169,5.0
26170,103.0
26175,55.0
26178,6.0
26180,14.0
26181,56.0
26184,20.0
26187,117.0
26201,477.0
26202,11.0
26203,4.0
26205,61.0
26206,31.0
26208,
26209,23.0
26210,
26215,4.0
26217,3.0
26218,14.0
26222,13.0
26224,4.0
26228,4.0
26230,
26234,16.0
26236,
26237,7.0
26238,
26241,478.0
26250,82.0
26253,47.0
26254,10.0
26257,7.0
26259,6.0
26260,67.0
26261,39.0
26263,8.0
26264,16.0
26266,6.0
26267,5.0
26268,
26269,3.0
26270,11.0
26271,3.0
26273,11.0
26275,5.0
26276,
26278,4.0
26280,22.0
26282,4.0
26283,13.0
26285,4.0
26287,48.0
26288,53.0
26289,
26291,29.0
26292,33.0
26293,9.0
26294,4.0
26296,
26298,
26301,704.0
26320,5.0
26321,
26323,12.0
26325,3.0
26327,
26330,683.0
26335,15.0
26337,7.0
26338,5.0
26339,
26342,
26343,
26346,32.0
26347,21.0
26348,4.0
26349,
26351,73.0
26354,152.0
26361,
26362,76.0
26366,3.0
26369,7.0
26372,16.0
26374,11.0
26376,6.0
26377,6.0
26378,88.0
26384,4.0
26385,41.0
26386,23.0
26404,6.0
26405,6.0
26408,38.0
26410,8.0
26411,6.0
26412,
26415,54.0
26416,112.0
26419,19.0
26421,3.0
26422,
26424,
26425,7.0
26426,85.0
26430,6.0
26431,112.0
26435,
26436,
26437,4.0
26438,
26440,15.0
26443,
26444,27.0
26447,14.0
26448,6.0
26451,11.0
26452,234.0
26456,58.0
26463,
26501,567.0
26505,996.0
26506,66.0
26508,693.0
26519,18.0
26520,9.0
26521,13.0
26524,
26525,82.0
26534,15.0
26537,171.0
26541,28.0
26542,50.0
26543,
26544,6.0
26546,7.0
26547,43.0
26554,922.0
26559,12.0
26560,
26562,6.0
26563,4.0
26568,8.0
26570,20.0
26571,30.0
26572,
26574,4.0
26575,18.0
26576,
26581,6.0
26582,65.0
26585,
26586,
26587,4.0
26588,20.0
26590,7.0
26591,14.0
26601,111.0
26610,16.0
26611,
26615,
26617,
26619,
26621,16.0
26623,6.0
26624,75.0
26627,4.0
26629,
26631,
26636,
26638,
26651,310.0
26656,3.0
26660,10.0
26662,11.0
26667,7.0
26671,
26676,7.0
26678,12.0
26679,28.0
26680,
26681,25.0
26684,5.0
26690,
26691,
26704,50.0
26705,14.0
26707,5.0
26710,18.0
26711,42.0
26714,4.0
26716,5.0
26717,7.0
26719,58.0
26720,
26722,
26726,257.0
26731,
26739,15.0
26743,15.0
26750,10.0
26753,69.0
26755,8.0
26757,146.0
26761,3.0
26763,17.0
26764,50.0
26767,13.0
26801,25.0
26802,14.0
26804,8.0
26807,78.0
26808,10.0
26810,11.0
26812,14.0
26814,14.0
26815,11.0
26817,3.0
26818,7.0
26823,
26833,21.0
26836,177.0
26838,
26845,10.0
26847,184.0
26851,32.0
26852,
26855,11.0
26865,3.0
26866,6.0
26884,15.0
26886,
27006,316.0
27007,19.0
27009,38.0
27011,58.0
27012,720.0
27013,103.0
27014,15.0
27016,33.0
27017,158.0
27018,84.0
27019,35.0
27020,79.0
27021,338.0
27022,20.0
27023,228.0
27024,23.0
27025,242.0
27027,79.0
27028,542.0
27030,905.0
27040,147.0
27041,175.0
27042,6.0
27043,59.0
27045,168.0
27046,29.0
27047,10.0
27048,95.0
27050,50.0
27051,118.0
27052,136.0
27053,24.0
27054,27.0
27055,315.0
27101,1109.0
27103,1847.0
27104,593.0
27105,730.0
27106,899.0
27107,634.0
27109,7.0
27110,6.0
27127,568.0
27201,9.0
27202,4.0
27203,814.0
27205,402.0
27207,50.0
27208,24.0
27209,103.0
27212,18.0
27213,4.0
27214,141.0
27215,1516.0
27217,516.0
27229,47.0
27231,26.0
27233,47.0
27235,144.0
27239,159.0
27242,14.0
27243,54.0
27244,167.0
27247,
27248,49.0
27249,173.0
27252,33.0
27253,556.0
27256,5.0
27258,99.0
27259,6.0
27260,624.0
27262,873.0
27263,752.0
27265,1098.0
27268,
27278,675.0
27281,38.0
27282,303.0
27283,36.0
27284,1418.0
27288,426.0
27291,11.0
27292,863.0
27295,520.0
27298,183.0
27299,43.0
27301,141.0
27302,696.0
27305,7.0
27306,105.0
27310,210.0
27311,22.0
27312,542.0
27313,85.0
27314,11.0
27315,29.0
27316,124.0
27317,291.0
27320,699.0
27325,70.0
27326,29.0
27330,1012.0
27332,448.0
27340,15.0
27341,74.0
27342,
27343,31.0
27344,379.0
27349,75.0
27350,67.0
27351,
27355,30.0
27356,45.0
27357,191.0
27358,291.0
27360,863.0
27370,143.0
27371,194.0
27374,31.0
27376,248.0
27377,164.0
27379,96.0
27401,981.0
27403,522.0
27405,918.0
27406,1189.0
27407,1674.0
27408,1212.0
27409,1044.0
27410,1431.0
27411,16.0
27412,6.0
27455,516.0
27501,369.0
27502,1222.0
27503,67.0
27504,393.0
27505,72.0
27506,15.0
27507,8.0
27508,37.0
27509,68.0
27510,415.0
27511,1439.0
27513,1436.0
27514,968.0
27516,773.0
27517,775.0
27518,1052.0
27519,1140.0
27520,963.0
27521,99.0
27522,289.0
27523,339.0
27524,184.0
27525,186.0
27526,1112.0
27527,368.0
27529,1501.0
27530,793.0
27531,22.0
27533,37.0
27534,780.0
27536,568.0
27537,247.0
27539,451.0
27540,954.0
27541,53.0
27542,138.0
27544,37.0
27545,638.0
27546,316.0
27549,461.0
27551,16.0
27553,15.0
27555,13.0
27556,8.0
27557,111.0
27559,65.0
27560,1522.0
27562,82.0
27563,58.0
27565,461.0
27568,33.0
27569,108.0
27570,3.0
27571,186.0
27572,95.0
27573,427.0
27574,132.0
27576,278.0
27577,817.0
27581,34.0
27582,9.0
27583,71.0
27584,
27587,1872.0
27589,121.0
27591,424.0
27592,206.0
27593,6.0
27594,
27596,425.0
27597,493.0
27599,21.0
27601,853.0
27603,1810.0
27604,1494.0
27605,460.0
27606,928.0
27607,1120.0
27608,457.0
27609,2153.0
27610,1034.0
27612,1579.0
27613,984.0
27614,854.0
27615,1975.0
27616,1195.0
27617,993.0
27695,10.0
27697,
27701,1060.0
27703,1321.0
27704,712.0
27705,1219.0
27707,1307.0
27708,24.0
27709,326.0
27712,278.0
27713,1469.0
27801,238.0
27803,262.0
27804,1125.0
27805,39.0
27806,45.0
27807,71.0
27808,47.0
27809,83.0
27810,101.0
27812,41.0
27813,7.0
27814,9.0
27815,
27816,17.0
27817,98.0
27818,9.0
27819,3.0
27820,35.0
27821,
27822,107.0
27823,73.0
27824,24.0
27825,3.0
27826,11.0
27827,4.0
27828,190.0
27829,18.0
27830,65.0
27831,31.0
27832,36.0
27834,1277.0
27837,58.0
27839,42.0
27840,8.0
27841,
27842,23.0
27843,9.0
27844,12.0
27845,37.0
27846,36.0
27847,8.0
27849,21.0
27850,146.0
27851,40.0
27852,32.0
27853,5.0
27855,86.0
27856,255.0
27857,10.0
27858,1378.0
27860,55.0
27861,
27862,10.0
27863,101.0
27864,68.0
27865,30.0
27866,7.0
27869,36.0
27870,581.0
27871,54.0
27872,7.0
27873,6.0
27874,74.0
27875,
27876,17.0
27877,6.0
27878,27.0
27879,13.0
27880,51.0
27881,
27882,99.0
27883,33.0
27884,24.0
27885,20.0
27886,363.0
27888,20.0
27889,774.0
27890,56.0
27891,43.0
27892,317.0
27893,1004.0
27896,521.0
27897,13.0
27909,899.0
27910,305.0
27915,64.0
27916,4.0
27917,31.0
27919,9.0
27920,88.0
27921,79.0
27922,27.0
27923,20.0
27924,27.0
27925,69.0
27926,13.0
27927,167.0
27928,33.0
27929,31.0
27932,348.0
27935,15.0
27936,37.0
27937,22.0
27938,39.0
27939,52.0
27941,36.0
27942,3.0
27943,62.0
27944,167.0
27946,11.0
27947,25.0
27948,469.0
27949,583.0
27950,16.0
27953,17.0
27954,234.0
27956,5.0
27957,26.0
27958,198.0
27959,368.0
27960,78.0
27962,168.0
27964,45.0
27965,10.0
27966,75.0
27967,8.0
27968,28.0
27969,
27970,27.0
27972,14.0
27973,19.0
27974,10.0
27976,30.0
27978,3.0
27979,30.0
27980,21.0
27981,75.0
27982,19.0
27983,161.0
27985,5.0
27986,24.0
28001,741.0
28006,15.0
28007,7.0
28009,11.0
28012,646.0
28016,156.0
28017,45.0
28018,60.0
28019,3.0
28020,25.0
28021,219.0
28023,267.0
28024,11.0
28025,1336.0
28027,1966.0
28031,1333.0
28032,62.0
28033,31.0
28034,290.0
28036,538.0
28037,900.0
28039,6.0
28040,65.0
28041,9.0
28042,18.0
28043,501.0
28052,753.0
28054,1101.0
28056,608.0
28071,44.0
28072,29.0
28073,53.0
28074,
28075,495.0
28076,7.0
28077,6.0
28078,1972.0
28079,1017.0
28080,109.0
28081,399.0
28083,505.0
28086,515.0
28088,55.0
28089,3.0
28090,88.0
28091,21.0
28092,792.0
28097,225.0
28098,74.0
28101,23.0
28102,
28103,210.0
28104,894.0
28105,1584.0
28107,220.0
28108,19.0
28109,8.0
28110,1475.0
28112,544.0
28114,70.0
28115,1060.0
28117,2071.0
28119,13.0
28120,385.0
28124,154.0
28125,60.0
28127,91.0
28128,132.0
28129,114.0
28133,37.0
28134,726.0
28135,61.0
28136,6.0
28137,70.0
28138,182.0
28139,368.0
28144,803.0
28146,428.0
28147,506.0
28150,747.0
28152,504.0
28159,49.0
28160,120.0
28163,90.0
28164,276.0
28166,273.0
28167,16.0
28168,116.0
28169,7.0
28170,246.0
28173,1250.0
28174,114.0
28202,1479.0
28203,1516.0
28204,847.0
28205,1514.0
28206,760.0
28207,484.0
28208,1435.0
28209,1089.0
28210,1384.0
28211,1389.0
28212,639.0
28213,804.0
28214,638.0
28215,719.0
28216,1185.0
28217,2125.0
28223,46.0
28226,1297.0
28227,1262.0
28244,47.0
28262,1390.0
28269,1606.0
28270,741.0
28273,1848.0
28274,11.0
28277,2841.0
28278,558.0
28280,57.0
28282,12.0
28301,684.0
28303,1081.0
28304,829.0
28305,283.0
28306,685.0
28307,77.0
28308,10.0
28310,69.0
28311,421.0
28312,285.0
28314,597.0
28315,405.0
28318,38.0
28320,102.0
28323,24.0
28325,9.0
28326,165.0
28327,279.0
28328,596.0
28330,6.0
28331,3.0
28332,18.0
28333,71.0
28334,669.0
28337,293.0
28338,50.0
28339,86.0
28340,107.0
28341,48.0
28342,14.0
28343,7.0
28344,22.0
28345,178.0
28347,11.0
28348,404.0
28349,91.0
28350,5.0
28351,48.0
28352,484.0
28355,3.0
28356,43.0
28357,28.0
28358,819.0
28359,42.0
28360,123.0
28362,
28363,14.0
28364,126.0
28365,261.0
28366,88.0
28367,
28368,5.0
28369,17.0
28371,42.0
28372,218.0
28373,49.0
28374,430.0
28375,
28376,456.0
28377,131.0
28378,3.0
28379,528.0
28382,88.0
28383,38.0
28384,151.0
28385,37.0
28386,27.0
28387,743.0
28390,305.0
28391,63.0
28392,30.0
28393,16.0
28394,97.0
28395,44.0
28396,25.0
28398,121.0
28399,8.0
28401,1393.0
28403,2334.0
28405,1644.0
28409,618.0
28411,789.0
28412,957.0
28420,26.0
28421,14.0
28422,129.0
28423,25.0
28424,3.0
28425,218.0
28428,346.0
28429,165.0
28430,18.0
28431,75.0
28432,12.0
28433,43.0
28434,6.0
28435,27.0
28436,56.0
28438,9.0
28439,18.0
28441,29.0
28442,7.0
28443,673.0
28444,28.0
28445,332.0
28447,11.0
28448,11.0
28449,58.0
28450,39.0
28451,674.0
28452,
28453,16.0
28454,19.0
28455,14.0
28456,52.0
28457,145.0
28458,75.0
28460,246.0
28461,647.0
28462,297.0
28463,140.0
28464,25.0
28465,177.0
28466,237.0
28467,170.0
28468,106.0
28469,254.0
28470,366.0
28472,543.0
28478,49.0
28479,59.0
28480,161.0
28501,507.0
28504,446.0
28508,16.0
28509,22.0
28510,29.0
28511,9.0
28512,167.0
28513,178.0
28515,44.0
28516,336.0
28518,132.0
28519,26.0
28520,8.0
28521,28.0
28523,20.0
28524,8.0
28525,21.0
28526,27.0
28527,14.0
28528,
28529,43.0
28530,84.0
28531,24.0
28532,319.0
28533,46.0
28537,3.0
28538,22.0
28539,117.0
28540,922.0
28542,40.0
28543,
28544,38.0
28546,998.0
28547,54.0
28551,159.0
28552,
28553,4.0
28554,6.0
28555,59.0
28556,8.0
28557,868.0
28560,671.0
28562,926.0
28570,336.0
28571,75.0
28572,114.0
28573,35.0
28574,192.0
28575,10.0
28577,8.0
28578,31.0
28579,9.0
28580,216.0
28581,3.0
28582,22.0
28584,426.0
28585,49.0
28586,113.0
28587,
28589,4.0
28590,460.0
28594,179.0
28601,1392.0
28602,1286.0
28604,324.0
28605,241.0
28606,21.0
28607,1192.0
28609,96.0
28610,141.0
28611,6.0
28612,115.0
28613,529.0
28615,14.0
28616,12.0
28617,28.0
28618,51.0
28619,11.0
28621,312.0
28622,41.0
28623,16.0
28624,12.0
28625,852.0
28626,41.0
28627,22.0
28628,8.0
28629,7.0
28630,305.0
28631,4.0
28634,73.0
28635,25.0
28636,56.0
28637,74.0
28638,194.0
28640,154.0
28641,7.0
28642,110.0
28643,23.0
28644,20.0
28645,860.0
28646,48.0
28649,
28650,216.0
28651,52.0
28652,
28653,
28654,39.0
28655,1031.0
28657,183.0
28658,526.0
28659,457.0
28660,29.0
28662,7.0
28663,6.0
28664,
28665,18.0
28666,8.0
28667,6.0
28668,8.0
28669,24.0
28670,42.0
28671,19.0
28672,
28673,142.0
28675,197.0
28676,45.0
28677,928.0
28678,43.0
28679,39.0
28681,425.0
28682,40.0
28683,9.0
28684,18.0
28685,14.0
28689,46.0
28690,135.0
28692,71.0
28693,22.0
28694,274.0
28697,412.0
28698,36.0
28701,47.0
28702,5.0
28704,842.0
28705,93.0
28707,5.0
28708,9.0
28709,35.0
28710,3.0
28711,443.0
28712,665.0
28713,265.0
28714,345.0
28715,497.0
28716,300.0
28717,209.0
28718,14.0
28719,145.0
28720,18.0
28721,192.0
28722,198.0
28723,101.0
28725,22.0
28726,67.0
28729,75.0
28730,214.0
28731,206.0
28732,593.0
28733,
28734,858.0
28735,5.0
28736,35.0
28739,424.0
28740,13.0
28741,315.0
28742,64.0
28743,49.0
28745,16.0
28746,76.0
28747,54.0
28748,168.0
28749,13.0
28751,135.0
28752,653.0
28753,184.0
28754,151.0
28755,4.0
28756,73.0
28757,18.0
28758,12.0
28759,216.0
28761,78.0
28762,92.0
28763,32.0
28766,17.0
28768,156.0
28770,4.0
28771,164.0
28772,43.0
28773,74.0
28774,60.0
28775,20.0
28777,284.0
28778,233.0
28779,533.0
28781,18.0
28782,177.0
28783,20.0
28785,129.0
28786,745.0
28787,512.0
28788,7.0
28789,111.0
28790,49.0
28791,352.0
28792,1056.0
28801,1824.0
28803,1556.0
28804,756.0
28805,707.0
28806,1634.0
28901,118.0
28902,27.0
28904,220.0
28905,31.0
28906,471.0
28909,11.0
29001,28.0
29003,121.0
29006,180.0
29009,28.0
29010,171.0
29014,14.0
29015,6.0
29016,391.0
29018,38.0
29020,587.0
29030,25.0
29031,14.0
29032,18.0
29033,386.0
29036,577.0
29037,7.0
29038,18.0
29039,18.0
29040,44.0
29042,81.0
29044,71.0
29045,352.0
29046,
29047,54.0
29048,43.0
29051,5.0
29052,15.0
29053,176.0
29054,185.0
29055,46.0
29056,26.0
29058,53.0
29059,110.0
29061,101.0
29062,
29063,850.0
29065,38.0
29067,119.0
29069,42.0
29070,251.0
29072,1764.0
29073,676.0
29074,6.0
29075,50.0
29078,311.0
29079,7.0
29080,15.0
29081,33.0
29082,6.0
29101,35.0
29102,330.0
29104,15.0
29105,16.0
29107,34.0
29108,512.0
29111,10.0
29112,45.0
29113,13.0
29114,31.0
29115,710.0
29117,8.0
29118,298.0
29122,4.0
29123,59.0
29125,29.0
29126,39.0
29127,152.0
29128,23.0
29129,32.0
29130,95.0
29133,13.0
29135,148.0
29137,18.0
29138,137.0
29142,130.0
29145,6.0
29146,15.0
29148,75.0
29150,1196.0
29152,54.0
29153,177.0
29154,242.0
29160,109.0
29161,133.0
29162,42.0
29163,17.0
29164,67.0
29166,7.0
29168,12.0
29169,1051.0
29170,416.0
29172,199.0
29175,6.0
29177,4.0
29178,28.0
29180,194.0
29201,1872.0
29203,717.0
29204,558.0
29205,711.0
29206,518.0
29207,52.0
29208,22.0
29209,732.0
29210,1073.0
29212,889.0
29223,1069.0
29225,
29229,721.0
29301,885.0
29302,627.0
29303,851.0
29306,632.0
29307,484.0
29316,474.0
29320,4.0
29321,21.0
29322,141.0
29323,195.0
29324,3.0
29325,256.0
29329,
29330,124.0
29331,
29332,16.0
29333,11.0
29334,516.0
29335,48.0
29338,
29340,268.0
29341,460.0
29346,3.0
29349,459.0
29351,14.0
29353,42.0
29355,13.0
29356,247.0
29360,409.0
29364,3.0
29365,202.0
29368,6.0
29369,163.0
29370,5.0
29372,51.0
29373,
29374,61.0
29375,8.0
29376,180.0
29377,4.0
29378,5.0
29379,319.0
29384,35.0
29385,104.0
29388,224.0
29401,1322.0
29403,975.0
29404,27.0
29405,1167.0
29406,1412.0
29407,1722.0
29409,15.0
29410,268.0
29412,1057.0
29414,702.0
29418,1196.0
29420,300.0
29424,4.0
29425,20.0
29426,11.0
29429,79.0
29431,45.0
29432,36.0
29434,5.0
29435,39.0
