ZCTA5CE20,ESTAB
52358,81.0
52359,4.0
52361,189.0
52362,31.0
52401,484.0
52402,1322.0
52403,393.0
52404,1275.0
52405,282.0
52411,175.0
52501,619.0
52530,16.0
52531,154.0
52533,17.0
52534,5.0
52535,12.0
52536,15.0
52537,159.0
52540,21.0
52542,16.0
52543,5.0
52544,233.0
52548,
52549,6.0
52550,
52551,18.0
52552,9.0
52553,27.0
52554,20.0
52555,
52556,570.0
52557,7.0
52560,
52561,21.0
52562,
52563,15.0
52565,51.0
52566,
52567,10.0
52568,
52569,7.0
52570,12.0
52571,43.0
52572,14.0
52573,4.0
52574,3.0
52576,10.0
52577,396.0
52580,10.0
52581,3.0
52583,8.0
52584,10.0
52585,27.0
52586,
52588,
52590,11.0
52591,104.0
52593,
52594,3.0
52595,3.0
52601,687.0
52619,
52620,13.0
52621,15.0
52623,31.0
52624,8.0
52625,49.0
52626,13.0
52627,276.0
52630,4.0
52631,20.0
52632,312.0
52635,7.0
52637,80.0
52638,5.0
52639,20.0
52640,35.0
52641,337.0
52644,7.0
52645,38.0
52646,6.0
52647,3.0
52649,16.0
52650,14.0
52651,11.0
52652,5.0
52653,77.0
52654,39.0
52655,223.0
52656,65.0
52657,
52658,26.0
52659,32.0
52660,10.0
52701,7.0
52720,13.0
52721,15.0
52722,1015.0
52726,72.0
52727,4.0
52728,20.0
52729,24.0
52730,80.0
52731,11.0
52732,641.0
52737,7.0
52738,69.0
52739,5.0
52742,229.0
52745,6.0
52746,15.0
52747,78.0
52748,229.0
52749,3.0
52750,11.0
52751,23.0
52752,3.0
52753,134.0
52754,26.0
52755,28.0
52756,31.0
52757,6.0
52758,6.0
52759,
52760,7.0
52761,708.0
52765,10.0
52766,13.0
52767,10.0
52768,24.0
52769,10.0
52771,
52772,158.0
52773,75.0
52774,4.0
52776,101.0
52777,34.0
52778,93.0
52801,225.0
52802,260.0
52803,341.0
52804,337.0
52806,804.0
52807,903.0
53001,45.0
53002,73.0
53003,12.0
53004,78.0
53005,1552.0
53006,42.0
53007,177.0
53010,138.0
53011,23.0
53012,525.0
53013,79.0
53014,215.0
53015,42.0
53016,12.0
53017,81.0
53018,395.0
53019,53.0
53020,84.0
53021,87.0
53022,670.0
53023,18.0
53024,492.0
53027,533.0
53029,601.0
53031,3.0
53032,93.0
53033,109.0
53034,38.0
53035,39.0
53036,89.0
53037,241.0
53038,149.0
53039,83.0
53040,160.0
53042,168.0
53044,74.0
53045,860.0
53046,62.0
53047,4.0
53048,76.0
53049,42.0
53050,160.0
53051,1123.0
53057,41.0
53058,68.0
53059,20.0
53061,101.0
53063,35.0
53065,39.0
53066,940.0
53069,22.0
53070,118.0
53072,912.0
53073,399.0
53074,339.0
53075,87.0
53076,154.0
53078,33.0
53079,23.0
53080,168.0
53081,1078.0
53083,329.0
53085,271.0
53086,223.0
53088,22.0
53089,391.0
53090,282.0
53091,35.0
53092,986.0
53093,50.0
53094,518.0
53095,878.0
53097,181.0
53098,165.0
53099,4.0
53103,129.0
53104,126.0
53105,683.0
53108,82.0
53110,317.0
53114,72.0
53115,449.0
53118,134.0
53119,121.0
53120,219.0
53121,558.0
53122,264.0
53125,60.0
53126,216.0
53127,22.0
53128,117.0
53129,303.0
53130,246.0
53132,783.0
53137,40.0
53139,50.0
53140,518.0
53142,805.0
53143,301.0
53144,604.0
53146,182.0
53147,723.0
53149,398.0
53150,518.0
53151,973.0
53153,64.0
53154,894.0
53156,52.0
53157,8.0
53158,454.0
53167,13.0
53168,173.0
53170,39.0
53172,260.0
53176,3.0
53177,322.0
53178,61.0
53179,80.0
53181,121.0
53182,221.0
53183,94.0
53184,127.0
53185,373.0
53186,1316.0
53188,873.0
53189,530.0
53190,340.0
53191,68.0
53192,13.0
53195,9.0
53202,1848.0
53203,333.0
53204,763.0
53205,140.0
53206,185.0
53207,848.0
53208,528.0
53209,831.0
53210,346.0
53211,555.0
53212,1092.0
53213,537.0
53214,962.0
53215,768.0
53216,457.0
53217,871.0
53218,428.0
53219,492.0
53220,508.0
53221,613.0
53222,576.0
53223,620.0
53224,395.0
53225,395.0
53226,1047.0
53227,577.0
53228,305.0
53233,307.0
53235,170.0
53295,5.0
53402,424.0
53403,575.0
53404,230.0
53405,389.0
53406,683.0
53501,5.0
53502,36.0
53503,28.0
53504,39.0
53505,9.0
53506,8.0
53507,54.0
53508,127.0
53510,34.0
53511,867.0
53515,49.0
53516,42.0
53517,51.0
53518,15.0
53520,127.0
53521,64.0
53522,18.0
53523,134.0
53525,103.0
53526,25.0
53527,258.0
53528,128.0
53529,54.0
53530,131.0
53531,83.0
53532,361.0
53533,210.0
53534,234.0
53536,178.0
53537,19.0
53538,476.0
53540,3.0
53541,9.0
53543,38.0
53544,18.0
53545,794.0
53546,595.0
53548,289.0
53549,238.0
53550,27.0
53551,230.0
53553,4.0
53554,14.0
53555,209.0
53556,40.0
53557,5.0
53558,275.0
53559,88.0
53560,86.0
53561,26.0
53562,1070.0
53563,220.0
53565,132.0
53566,542.0
53569,29.0
53570,66.0
53571,
53572,259.0
53573,48.0
53574,119.0
53575,344.0
53576,50.0
53577,39.0
53578,162.0
53579,31.0
53580,7.0
53581,301.0
53582,20.0
53583,166.0
53584,
53585,39.0
53586,44.0
53587,26.0
53588,139.0
53589,480.0
53590,940.0
53593,626.0
53594,105.0
53597,530.0
53598,93.0
53599,
53703,1268.0
53704,1177.0
53705,570.0
53706,16.0
53711,963.0
53713,840.0
53714,346.0
53715,274.0
53716,636.0
53717,489.0
53718,680.0
53719,1146.0
53726,51.0
53792,5.0
53801,13.0
53802,
53803,22.0
53804,31.0
53805,121.0
53806,33.0
53807,90.0
53808,31.0
53809,93.0
53810,6.0
53811,51.0
53812,30.0
53813,199.0
53816,7.0
53817,4.0
53818,366.0
53820,46.0
53821,270.0
53825,9.0
53826,16.0
53827,
53901,421.0
53910,91.0
53911,50.0
53913,610.0
53916,531.0
53919,39.0
53920,10.0
53922,13.0
53923,23.0
53924,7.0
53925,205.0
53926,16.0
53928,
53929,38.0
53930,17.0
53931,9.0
53932,53.0
53933,48.0
53934,63.0
53935,10.0
53936,9.0
53937,12.0
53939,8.0
53940,86.0
53941,36.0
53942,4.0
53943,17.0
53944,42.0
53946,81.0
53947,3.0
53948,231.0
53949,109.0
53950,93.0
53951,35.0
53952,42.0
53953,3.0
53954,94.0
53955,117.0
53956,92.0
53959,333.0
53960,75.0
53961,12.0
53962,6.0
53963,235.0
53964,73.0
53965,479.0
53968,40.0
53969,5.0
54001,233.0
54002,185.0
54003,20.0
54004,39.0
54005,76.0
54006,12.0
54007,22.0
54009,50.0
54011,151.0
54013,58.0
54014,44.0
54015,70.0
54016,1061.0
54017,422.0
54020,181.0
54021,143.0
54022,466.0
54023,104.0
54024,203.0
54025,180.0
54026,23.0
54027,11.0
54028,61.0
54082,31.0
54101,56.0
54102,13.0
54103,11.0
54104,16.0
54106,80.0
54107,84.0
54110,146.0
54111,33.0
54112,46.0
54113,48.0
54114,166.0
54115,1062.0
54119,11.0
54120,
54121,84.0
54123,8.0
54124,77.0
54125,20.0
54126,59.0
54127,3.0
54128,26.0
54129,48.0
54130,640.0
54135,20.0
54136,162.0
54137,7.0
54138,49.0
54139,59.0
54140,210.0
54141,56.0
54143,471.0
54149,31.0
54150,3.0
54151,72.0
54152,3.0
54153,156.0
54154,139.0
54155,96.0
54156,31.0
54157,122.0
54159,13.0
54160,7.0
54161,56.0
54162,183.0
54165,187.0
54166,458.0
54169,61.0
54170,57.0
54171,43.0
54173,110.0
54174,63.0
54175,21.0
54177,52.0
54180,70.0
54201,118.0
54202,76.0
54204,29.0
54205,41.0
54207,4.0
54208,162.0
54209,94.0
54210,47.0
54211,54.0
54212,122.0
54213,23.0
54214,10.0
54215,5.0
54216,127.0
54217,186.0
54220,920.0
54227,35.0
54228,37.0
54229,88.0
54230,73.0
54232,18.0
54234,181.0
54235,640.0
54241,243.0
54245,60.0
54246,51.0
54247,42.0
54301,622.0
54302,543.0
54303,881.0
54304,1190.0
54307,46.0
54311,774.0
54313,749.0
54401,1033.0
54403,534.0
54405,97.0
54406,89.0
54407,22.0
54408,22.0
54409,423.0
54410,25.0
54411,98.0
54412,52.0
54413,3.0
54414,67.0
54416,16.0
54417,7.0
54418,17.0
54420,16.0
54421,75.0
54422,31.0
54423,40.0
54424,25.0
54425,51.0
54426,78.0
54427,13.0
54428,29.0
54430,
54433,39.0
54435,37.0
54436,22.0
54437,69.0
54440,33.0
54441,6.0
54442,12.0
54443,35.0
54446,66.0
54447,
54448,111.0
54449,749.0
54450,6.0
54451,349.0
54452,384.0
54454,16.0
54455,323.0
54456,151.0
54457,134.0
54458,4.0
54459,18.0
54460,51.0
54462,8.0
54463,17.0
54464,4.0
54465,16.0
54466,46.0
54467,363.0
54469,18.0
54470,31.0
54471,33.0
54473,43.0
54474,129.0
54475,29.0
54476,564.0
54479,91.0
54480,25.0
54481,799.0
54482,209.0
54484,105.0
54485,11.0
54486,41.0
54487,295.0
54488,17.0
54489,25.0
54490,14.0
54491,30.0
54493,13.0
54494,625.0
54495,180.0
54498,46.0
54499,85.0
54501,684.0
54511,22.0
54512,48.0
54513,3.0
54514,35.0
54515,5.0
54517,4.0
54519,37.0
54520,113.0
54521,420.0
54524,20.0
54525,4.0
54526,13.0
54527,25.0
54529,19.0
54530,7.0
54531,46.0
54534,87.0
54536,3.0
54537,12.0
54538,38.0
54539,29.0
54540,66.0
54541,40.0
54542,10.0
54545,58.0
54546,25.0
54547,75.0
54548,356.0
54550,3.0
54552,129.0
54554,29.0
54555,140.0
54556,31.0
54557,34.0
54558,113.0
54559,10.0
54560,29.0
54561,4.0
54562,90.0
54563,9.0
54564,
54565,
54566,29.0
54568,209.0
54601,1271.0
54603,496.0
54610,40.0
54611,23.0
54612,117.0
54613,20.0
54614,40.0
54615,267.0
54616,45.0
54618,29.0
54619,66.0
54621,14.0
54622,35.0
54623,43.0
54624,18.0
54625,5.0
54626,18.0
54627,44.0
54628,14.0
54629,51.0
54630,92.0
54631,28.0
54632,19.0
54634,87.0
54635,35.0
54636,317.0
54637,
54638,16.0
54639,44.0
54642,29.0
54643,
54644,23.0
54645,3.0
54646,68.0
54648,19.0
54650,695.0
54651,17.0
54652,22.0
54653,17.0
54654,7.0
54655,24.0
54656,387.0
54657,
54658,29.0
54659,23.0
54660,407.0
54661,68.0
54664,27.0
54665,279.0
54666,38.0
54667,105.0
54669,206.0
54670,31.0
54701,1451.0
54703,930.0
54720,228.0
54721,25.0
54722,74.0
54723,20.0
54724,221.0
54725,49.0
54726,27.0
54727,111.0
54728,167.0
54729,879.0
54730,83.0
54731,10.0
54732,63.0
54733,19.0
54734,10.0
54736,131.0
54737,11.0
54738,59.0
54739,81.0
54740,40.0
54741,13.0
54742,81.0
54745,49.0
54746,4.0
54747,44.0
54748,17.0
54749,22.0
54750,19.0
54751,605.0
54754,21.0
54755,161.0
54756,21.0
54757,70.0
54758,110.0
54759,42.0
54760,12.0
54761,27.0
54762,24.0
54763,33.0
54766,37.0
54767,66.0
54768,124.0
54769,18.0
54770,48.0
54771,116.0
54772,12.0
54773,67.0
54801,263.0
54805,46.0
54806,380.0
54810,75.0
54812,162.0
54813,18.0
54814,110.0
54817,50.0
54819,33.0
54820,18.0
54821,69.0
54822,114.0
54824,30.0
54826,7.0
54827,11.0
54828,8.0
54829,143.0
54830,52.0
54832,13.0
54835,10.0
54836,11.0
54837,96.0
54838,30.0
54839,5.0
54840,115.0
54841,8.0
54842,7.0
54843,533.0
54844,7.0
54845,
54846,5.0
54847,84.0
54848,172.0
54849,40.0
54850,31.0
54853,89.0
54854,11.0
54855,18.0
54856,31.0
54857,
54858,42.0
54859,55.0
54861,
54862,8.0
54864,23.0
54865,4.0
54867,11.0
54868,606.0
54870,39.0
54871,75.0
54872,129.0
54873,66.0
54874,33.0
54875,18.0
54876,32.0
54880,796.0
54888,34.0
54889,73.0
54891,89.0
54893,92.0
54895,25.0
54896,45.0
54901,704.0
54902,513.0
54904,537.0
54909,34.0
54911,917.0
54913,881.0
54914,1053.0
54915,782.0
54921,25.0
54922,15.0
54923,202.0
54926,3.0
54927,8.0
54928,8.0
54929,186.0
54930,39.0
54931,18.0
54932,22.0
54933,10.0
54935,950.0
54937,388.0
54940,88.0
54941,111.0
54942,230.0
54943,15.0
54944,176.0
54945,67.0
54946,3.0
54947,35.0
54948,
54949,68.0
54950,73.0
54952,514.0
54956,1067.0
54960,33.0
54961,308.0
54962,14.0
54963,117.0
54964,17.0
54965,13.0
54966,50.0
54967,9.0
54968,73.0
54970,40.0
54971,260.0
54974,27.0
54977,23.0
54978,3.0
54979,23.0
54980,3.0
54981,433.0
54982,204.0
54983,86.0
54984,67.0
54985,
54986,97.0
55001,100.0
55003,58.0
55005,101.0
55006,74.0
55007,25.0
55008,461.0
55009,234.0
55011,265.0
55012,44.0
55013,187.0
55014,521.0
55016,511.0
55017,15.0
55018,30.0
55019,68.0
55020,97.0
55021,734.0
55024,483.0
55025,741.0
55026,8.0
55027,72.0
55029,4.0
55030,18.0
55031,50.0
55032,76.0
55033,636.0
55036,3.0
55037,110.0
55038,492.0
55040,280.0
55041,175.0
55042,362.0
55043,88.0
55044,1535.0
55045,165.0
55046,112.0
55047,64.0
55049,67.0
55051,239.0
55052,32.0
55053,32.0
55054,55.0
55055,113.0
55056,365.0
55057,584.0
55060,785.0
55063,273.0
55065,31.0
55066,550.0
55068,513.0
55069,121.0
55070,127.0
55071,83.0
55072,87.0
55073,104.0
55074,42.0
55075,426.0
55076,389.0
55077,372.0
55079,165.0
55080,69.0
55082,1207.0
55084,42.0
55085,15.0
55087,
55088,55.0
55089,35.0
55090,19.0
55092,233.0
55101,631.0
55102,733.0
55103,338.0
55104,1176.0
55105,681.0
55106,628.0
55107,347.0
55108,446.0
55109,953.0
55110,1220.0
55111,108.0
55112,1133.0
55113,1741.0
55114,578.0
55115,200.0
55116,556.0
55117,705.0
55118,758.0
55119,446.0
55120,387.0
55121,880.0
55122,876.0
55123,496.0
55124,1072.0
55125,1375.0
55126,669.0
55127,427.0
55128,700.0
55129,399.0
55130,178.0
55150,13.0
55155,23.0
55301,341.0
55302,219.0
55303,1340.0
55304,1166.0
55305,957.0
55306,502.0
55307,82.0
55308,229.0
55309,401.0
55310,44.0
55311,726.0
55312,22.0
55313,714.0
55314,26.0
55315,112.0
55316,447.0
55317,683.0
55318,685.0
55319,98.0
55320,137.0
55321,193.0
55322,86.0
55324,21.0
55325,111.0
55327,130.0
55328,306.0
55329,47.0
55330,1178.0
55331,653.0
55332,49.0
55333,17.0
55334,87.0
55335,25.0
55336,199.0
55337,1571.0
55338,21.0
55339,12.0
55340,364.0
55341,84.0
55342,58.0
55343,1138.0
55344,1423.0
55345,688.0
55346,340.0
55347,515.0
55349,94.0
55350,548.0
55352,283.0
55353,85.0
55354,61.0
55355,288.0
55356,229.0
55357,148.0
55358,146.0
55359,256.0
55360,65.0
55362,543.0
55363,78.0
55364,346.0
55366,8.0
55367,36.0
55368,91.0
55369,1587.0
55370,18.0
55371,493.0
55372,801.0
55373,135.0
55374,636.0
55375,86.0
55376,421.0
55378,762.0
55379,1127.0
55381,34.0
55382,60.0
55384,78.0
55385,16.0
55386,188.0
55387,426.0
55388,161.0
55389,64.0
55390,64.0
55391,954.0
55395,80.0
55396,57.0
55397,41.0
55398,337.0
55401,991.0
55402,1460.0
55403,597.0
55404,695.0
55405,520.0
55406,798.0
55407,836.0
55408,1014.0
55409,274.0
55410,551.0
55411,491.0
55412,213.0
55413,924.0
55414,758.0
55415,361.0
55416,1567.0
55417,348.0
55418,734.0
55419,622.0
55420,777.0
55421,641.0
55422,786.0
55423,832.0
55424,337.0
55425,807.0
55426,863.0
55427,757.0
55428,894.0
55429,452.0
55430,464.0
55431,787.0
55432,915.0
55433,740.0
55434,603.0
55435,1302.0
55436,384.0
55437,550.0
55438,294.0
55439,766.0
55441,885.0
55442,306.0
55443,565.0
55444,168.0
55445,443.0
55446,433.0
55447,882.0
55448,553.0
55449,1021.0
55450,72.0
55454,175.0
55455,44.0
55601,12.0
55602,3.0
55603,24.0
55604,210.0
55605,7.0
55606,8.0
55607,5.0
55609,9.0
55612,40.0
55613,11.0
55614,50.0
55615,22.0
55616,202.0
55702,7.0
55703,14.0
55704,28.0
55705,53.0
55706,40.0
55707,55.0
55708,23.0
55709,55.0
55710,22.0
55711,15.0
55712,4.0
55713,20.0
55716,3.0
55717,5.0
55718,63.0
55719,89.0
55720,389.0
55721,68.0
55722,29.0
55723,102.0
55724,12.0
55725,16.0
55726,21.0
55731,254.0
55732,16.0
55733,68.0
55734,105.0
55735,25.0
55736,41.0
55738,
55741,41.0
55742,5.0
55744,710.0
55746,446.0
55748,28.0
55749,3.0
55750,20.0
55751,15.0
55752,5.0
55753,14.0
55756,11.0
55757,10.0
55758,
55760,94.0
55763,6.0
55764,7.0
55765,16.0
55767,107.0
55768,55.0
55769,36.0
55771,50.0
55772,
55775,15.0
55779,56.0
55780,6.0
55781,7.0
55782,4.0
55783,42.0
55784,
55785,4.0
55786,
55787,5.0
55790,63.0
55792,395.0
55793,3.0
55795,29.0
55796,5.0
55797,14.0
55798,12.0
55802,683.0
55803,300.0
55804,221.0
55805,209.0
55806,248.0
55807,294.0
55808,60.0
55810,153.0
55811,958.0
55812,180.0
55814,
55901,1368.0
55902,697.0
55903,34.0
55904,657.0
55905,7.0
55906,413.0
55909,37.0
55910,28.0
55912,577.0
55917,106.0
55918,18.0
55919,16.0
55920,164.0
55921,132.0
55922,14.0
55923,123.0
55924,20.0
55925,18.0
55926,16.0
55927,89.0
55929,20.0
55931,9.0
55932,54.0
55933,4.0
55934,68.0
55935,19.0
55936,44.0
55939,67.0
55940,49.0
55941,24.0
55943,70.0
55944,147.0
55945,30.0
55946,71.0
55947,119.0
55949,68.0
55950,
55951,48.0
55952,51.0
55953,14.0
55954,34.0
55955,56.0
55956,35.0
55957,14.0
55959,38.0
55960,62.0
55961,8.0
55962,10.0
55963,104.0
55964,138.0
55965,83.0
55967,18.0
55968,
55969,28.0
55970,13.0
55971,77.0
55972,96.0
55973,7.0
55974,53.0
55975,116.0
55976,161.0
55977,3.0
55979,20.0
55981,129.0
55982,5.0
55983,50.0
55985,40.0
55987,856.0
55990,17.0
55991,32.0
55992,141.0
56001,1554.0
56003,310.0
56007,587.0
56009,27.0
56010,28.0
56011,220.0
56013,173.0
56014,15.0
56016,19.0
56017,28.0
56019,19.0
56020,7.0
56021,22.0
56022,6.0
56023,9.0
56024,45.0
56025,14.0
56026,35.0
56027,11.0
56028,38.0
56029,7.0
56030,
56031,409.0
56032,6.0
56033,13.0
56034,11.0
56035,13.0
56036,21.0
56037,29.0
56039,12.0
56041,17.0
56042,15.0
56043,14.0
56044,60.0
56045,22.0
56046,6.0
56048,69.0
56050,33.0
56051,15.0
56052,17.0
56054,24.0
56055,88.0
56056,7.0
56057,109.0
56058,150.0
56060,8.0
56062,97.0
56063,68.0
56065,66.0
56068,18.0
56069,114.0
56071,390.0
56072,50.0
56073,521.0
56074,53.0
56075,5.0
56078,13.0
56080,19.0
56081,146.0
56082,274.0
56083,20.0
56085,168.0
56087,114.0
56088,48.0
56089,
56090,13.0
56091,11.0
56093,320.0
56096,75.0
56097,89.0
56098,56.0
56101,210.0
56110,51.0
56111,8.0
56113,
56114,7.0
56115,32.0
56116,17.0
56117,7.0
56118,6.0
56119,24.0
56120,16.0
56121,5.0
56122,23.0
56123,22.0
56125,
56127,7.0
56128,68.0
56129,20.0
56131,61.0
56132,8.0
56134,14.0
56136,38.0
56137,24.0
56138,23.0
56139,15.0
56140,
56141,
56142,28.0
56143,150.0
56144,18.0
56145,20.0
56146,
56147,
56149,42.0
56150,84.0
56151,24.0
56152,47.0
56153,12.0
56155,14.0
56156,209.0
56157,6.0
56158,9.0
56159,47.0
56160,5.0
56161,8.0
56162,12.0
56164,197.0
56165,4.0
56166,6.0
56167,13.0
56168,20.0
56169,11.0
56170,20.0
56171,40.0
56172,134.0
56173,4.0
56174,7.0
56175,86.0
56176,35.0
56178,74.0
56180,33.0
56181,29.0
56183,36.0
56185,16.0
56186,10.0
56187,390.0
56201,846.0
56207,9.0
56208,59.0
56209,54.0
56210,
56211,15.0
56212,10.0
56214,17.0
56215,164.0
56216,12.0
56218,13.0
56219,27.0
56220,108.0
56221,19.0
56222,62.0
56223,31.0
56224,14.0
56225,21.0
56226,5.0
56227,6.0
56228,16.0
56229,48.0
56230,22.0
56231,8.0
56232,75.0
56235,9.0
56236,10.0
56237,14.0
56239,7.0
56240,31.0
56241,140.0
56243,36.0
56244,41.0
56245,14.0
56248,30.0
56249,7.0
56251,32.0
56252,44.0
56253,26.0
56255,6.0
56256,87.0
56257,6.0
56258,589.0
56260,26.0
56262,15.0
56263,8.0
56264,49.0
56265,249.0
56266,37.0
56267,248.0
56270,22.0
56271,24.0
56273,158.0
56274,
56276,7.0
56277,123.0
56278,103.0
56279,25.0
56280,14.0
56281,33.0
56282,37.0
56283,276.0
56284,70.0
56285,27.0
56287,
56288,169.0
56289,16.0
56291,10.0
56292,12.0
56293,41.0
56294,3.0
56295,11.0
56296,76.0
56297,15.0
56301,1209.0
56303,507.0
56304,312.0
56307,146.0
56308,1053.0
56309,37.0
56310,115.0
56311,24.0
56312,58.0
56313,6.0
56314,16.0
56315,51.0
56316,44.0
56318,22.0
56319,24.0
56320,217.0
56321,7.0
56323,12.0
56324,28.0
56325,15.0
56326,36.0
56327,16.0
56328,3.0
56329,171.0
56330,41.0
56331,75.0
56332,44.0
56334,233.0
56335,12.0
56336,40.0
56338,32.0
56339,33.0
56340,51.0
56342,74.0
56343,28.0
56345,458.0
56347,179.0
56349,22.0
56350,8.0
56352,158.0
56353,238.0
56354,39.0
56355,16.0
56356,13.0
56357,16.0
56358,45.0
56359,80.0
56360,89.0
56361,80.0
56362,213.0
56363,8.0
56364,171.0
56367,142.0
56368,121.0
56369,23.0
56371,
56373,66.0
56374,241.0
56375,17.0
56376,20.0
56377,357.0
56378,290.0
56379,437.0
56381,83.0
56382,38.0
56384,22.0
56385,24.0
56386,15.0
56387,414.0
56389,3.0
56401,890.0
56425,431.0
56431,266.0
56433,29.0
56434,
56435,53.0
56437,24.0
56438,70.0
56440,24.0
56441,92.0
56442,174.0
56443,36.0
56444,78.0
56446,47.0
56447,36.0
56448,7.0
56449,36.0
56450,40.0
56452,69.0
56453,4.0
56455,32.0
56458,7.0
56461,61.0
56464,117.0
56465,50.0
56466,72.0
56467,49.0
56468,245.0
56469,13.0
56470,419.0
56472,267.0
56473,86.0
56474,124.0
56475,37.0
56477,52.0
56479,150.0
56481,32.0
56482,228.0
56484,214.0
56501,605.0
56510,95.0
56511,48.0
56514,93.0
56515,92.0
56516,11.0
56517,
56518,8.0
56519,8.0
56520,107.0
56521,17.0
56522,5.0
56523,12.0
56524,14.0
56525,6.0
56527,21.0
56528,34.0
56529,83.0
56531,76.0
56533,9.0
56534,16.0
56535,33.0
56536,17.0
56537,639.0
56540,57.0
56541,3.0
56542,100.0
56543,4.0
56544,93.0
56545,16.0
56546,5.0
56547,75.0
56548,18.0
56549,141.0
56550,9.0
56551,50.0
56552,11.0
56553,4.0
56554,63.0
56556,24.0
56557,65.0
56560,812.0
56562,3.0
56563,7.0
56565,
56566,
56567,92.0
56568,
56569,23.0
56570,23.0
56571,60.0
56572,154.0
56573,244.0
56574,5.0
56575,12.0
56576,18.0
56578,13.0
56579,17.0
56580,22.0
56581,3.0
56583,3.0
56584,33.0
56585,23.0
56586,45.0
56587,47.0
56588,11.0
56589,28.0
56590,17.0
56591,
56592,10.0
56594,9.0
56601,1081.0
56621,107.0
56623,129.0
56626,8.0
56627,10.0
56628,42.0
56629,3.0
56630,65.0
56633,77.0
56634,49.0
56636,113.0
56637,4.0
56639,5.0
56641,5.0
56644,21.0
56646,5.0
56647,14.0
56649,277.0
56650,24.0
56651,6.0
56652,5.0
56653,36.0
56654,4.0
56655,66.0
56657,16.0
56658,
56659,
56660,3.0
56661,28.0
56662,18.0
56663,5.0
56666,
56667,6.0
56668,10.0
56669,28.0
56670,
56671,12.0
56672,45.0
56673,11.0
56676,20.0
56678,23.0
56680,
56681,7.0
56683,17.0
56684,5.0
56685,5.0
56686,20.0
56688,
56701,348.0
56710,5.0
56711,7.0
56713,46.0
56714,20.0
56715,9.0
56716,230.0
56720,
56721,211.0
56722,6.0
56723,12.0
56724,
56725,10.0
56726,37.0
56727,8.0
56728,54.0
56729,5.0
56731,
56732,39.0
56733,11.0
56734,14.0
56735,13.0
56736,20.0
56737,19.0
56738,28.0
56742,18.0
56744,14.0
56748,11.0
56750,57.0
56751,202.0
56754,13.0
56755,3.0
56756,9.0
56757,32.0
56758,
56759,3.0
56760,10.0
56761,14.0
56762,90.0
56763,141.0
57001,49.0
57002,23.0
57003,44.0
57004,126.0
57005,332.0
57006,736.0
57007,3.0
57010,13.0
57012,42.0
57013,130.0
57014,43.0
57015,25.0
57016,14.0
57017,36.0
57018,27.0
57020,33.0
57021,3.0
57022,133.0
57024,5.0
57025,71.0
57026,49.0
57027,4.0
57028,97.0
57029,76.0
57030,74.0
57031,7.0
57032,233.0
57033,159.0
57034,27.0
57035,45.0
57036,24.0
57037,26.0
57038,25.0
57039,106.0
57040,7.0
57041,
57042,277.0
57043,49.0
57045,38.0
57046,9.0
57047,7.0
57048,23.0
57049,364.0
57050,4.0
57051,9.0
57052,8.0
57053,70.0
57054,10.0
57055,34.0
57057,
57058,81.0
57059,53.0
57061,6.0
57062,32.0
57063,15.0
57064,263.0
57065,6.0
57066,49.0
57067,
57068,30.0
57069,251.0
57070,49.0
57071,88.0
57072,10.0
57073,14.0
57075,26.0
57076,
57077,36.0
57078,670.0
57103,752.0
57104,1555.0
57105,969.0
57106,1142.0
57107,352.0
57108,1188.0
57110,458.0
57117,38.0
57197,10.0
57201,1150.0
57212,52.0
57213,14.0
57214,3.0
57216,32.0
57217,9.0
57218,9.0
57219,14.0
57220,17.0
57221,34.0
57223,35.0
57224,5.0
57225,71.0
57226,79.0
57227,9.0
57231,75.0
57232,13.0
57233,
57234,29.0
57235,18.0
57236,3.0
57237,21.0
57238,3.0
57239,8.0
57241,36.0
57242,13.0
57243,15.0
57245,6.0
57246,6.0
57247,3.0
57248,47.0
57249,33.0
57251,
57252,215.0
57255,7.0
57256,
57257,4.0
57258,4.0
57259,12.0
57260,25.0
57261,13.0
57262,134.0
57263,5.0
57264,4.0
57265,
57266,19.0
57268,23.0
57269,5.0
57270,11.0
57271,8.0
57272,6.0
57273,30.0
57274,150.0
57276,24.0
57278,26.0
57279,35.0
57301,700.0
57311,22.0
57312,14.0
57313,40.0
57314,6.0
57315,33.0
57317,18.0
57319,31.0
57321,10.0
57322,5.0
57323,7.0
57324,3.0
57325,159.0
57328,49.0
57329,3.0
57330,7.0
57331,6.0
57332,32.0
57334,17.0
57335,8.0
57337,
57339,8.0
57340,5.0
57341,
57342,14.0
57344,3.0
57345,39.0
57346,
57348,7.0
57349,59.0
57350,521.0
57353,21.0
57354,4.0
57355,46.0
57356,29.0
57358,
57359,17.0
57361,3.0
57362,111.0
57363,12.0
57364,
57365,24.0
57366,84.0
57367,11.0
57368,38.0
57369,142.0
57370,10.0
57371,5.0
57373,14.0
57374,9.0
57375,25.0
57376,22.0
57379,
57380,94.0
57381,19.0
57382,53.0
57383,16.0
57384,26.0
57385,46.0
57386,5.0
57401,1039.0
57420,
57421,
57422,5.0
57424,5.0
57426,
57427,18.0
57428,28.0
57429,5.0
57430,99.0
57432,10.0
57433,9.0
57434,14.0
57435,3.0
57436,8.0
57437,47.0
57438,52.0
57439,
57440,3.0
57441,22.0
57442,75.0
57445,67.0
57446,10.0
57448,7.0
57449,
57450,24.0
